sentence,label
major pleasures from portuguese master manoel de oliviera ,1
91-minute trailer ,0
stale and clichéd to a fault . ,0
", big-hearted and frequently ",1
may not add up to the sum of its parts ,0
", overnight , is robbed and replaced with a persecuted `` other ",0
enjoyable comedy ,1
of the most genuinely sweet films ,1
impressive and ,1
"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop ",1
in which most of the characters forget their lines ,0
"a nostalgic , twisty yarn that will keep them guessing ",1
win a wide summer audience ,1
"presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves ",0
can be viewed as pure composition and form -- ,1
an intriguing look at the french film industry during the german occupation ; its most delightful moments come when various characters express their quirky inner selves ,1
"is smart writing , skewed characters , and the title performance by kieran culkin . ",1
"demonstrates the unusual power of thoughtful , subjective filmmaking ",1
chasing who ,1
real-life happening ,1
"wildly overproduced , ",0
most repugnant adaptation ,0
the more hackneyed elements of the film easier to digest ,0
"to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them ",1
team ,1
mr. rose 's updating works surprisingly well . ,1
dialogue and inventive moments ,1
its hard to imagine having more fun watching a documentary ... ,1
"would be hard-pressed to find a movie with a bigger , fatter heart than barbershop ",1
better at fingering problems than finding solutions ,0
"sly , sophisticated and surprising . ",1
of exploitative garbage ,0
"brash , intelligent ",1
"too slow for a younger crowd , too shallow for an older one . ",0
audiences on both sides of the atlantic love him ,1
"costner 's warm-milk persona is just as ill-fitting as shadyac 's perfunctory directing chops , and ",0
"'s got the brawn , but not the brains ",0
an exhilarating new interpretation ,1
", the power of this movie is undeniable . ",1
in terms of execution this movie is careless and unfocused . ,0
unexpectedly giddy viewing ,1
the film is a very good viewing alternative for young women . ,1
a poignant comedy that offers food for thought . ,1
is a welcome and heartwarming addition to the romantic comedy genre . ,1
crafted an intriguing story of maternal instincts and misguided acts of affection ,1
"gentle , touching story ",1
sacrificing the integrity of the opera ,0
'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment . ,0
old-fashioned scary movie ,1
"a strong-minded viewpoint , or ",1
"satin rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity ",1
punctuated by sudden shocks ,1
the highest power ,1
"it 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . ",0
best and ,1
ten ,1
i had a lot of problems with this movie . ,0
", storytelling is far more appealing ",1
( tsai 's ) masterpiece ,1
"a wry , affectionate delight ",1
"does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject . ",0
", there is little else to recommend `` never again . '' ",0
"a distinctly minor effort that will be seen to better advantage on cable , especially considering its barely feature-length running time of one hour . ",0
inspired dialogue bits ,1
"bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact . ",0
is about as interesting ,0
the film is an earnest try at beachcombing verismo ,1
brings out the worst in otherwise talented actors ,0
an exceptionally good idea ,1
its seas of sand to the fierce grandeur of its sweeping battle scenes ,1
"in space , no one can hear you snore ",0
that any art-house moviegoer is likely to find compelling ,1
it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little . ,0
"payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box . ",1
panic room is interested in nothing more than sucking you in ... and making you sweat ,1
"'s so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary ",0
spider invasion comic chiller ,1
the biggest problem with satin rouge is lilia herself . ,0
"is a beautiful , aching sadness to it all ",1
truly ,1
as the scenes of torture and self-mutilation ,0
their feces ,0
wasted . ,0
no . ,0
is still charming here ,1
"been there , done that , liked it much better the first time around - when it was called the professional ",0
anti-semitism and neo-fascism ,0
this is a film tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic . ,0
"the crackle of lines , the impressive stagings of hardware ",1
heavy-handed moralistic ,0
it makes most of what passes for sex in the movies look like cheap hysterics ,1
endless trailer ,0
high-strung ,0
"'s the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep ",1
"the color palette , with lots of somber blues and pinks , is dreamy and evocative ",1
"is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins ",0
"there are flaws , but also stretches of impact and moments of awe ",1
more balanced or fair portrayal ,1
those rare docs that paints a grand picture of an era and makes the journey feel like a party ,1
emotional blandness ,0
packed with adventure and a worthwhile environmental message ,1
a light ( yet unsentimental ) touch ,1
neglecting character development ,0
is richer than anticipated ,1
suffers from all the excesses of the genre ,0
"is funny , charming and quirky in her feature film acting debut as amy . ",1
"enjoyably dumb , sweet , and intermittently hilarious -- ",1
stevens has a flair for dialogue comedy ,1
"this obscenely bad dark comedy , so crass ",0
new york 's finest and a nicely understated expression of the grief ,1
least favorite emotions ,0
bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world . ,1
intermittently hilarious ,1
"this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half . ",1
"is funny , charming and quirky in her feature film acting debut as amy ",1
"the film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own . ",0
digital photography ,1
her inventive director ,1
its need to reassure ,0
"is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness ",1
sickeningly real ,1
a complicated hero who is a welcome relief from the usual two-dimensional offerings ,1
balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams ,1
